instance_id is_trade_probability not_trade_probability
2475218615076601065 0.01992889331910346 0.9800711066808966
398316874173557226 0.4415630957394257 0.5584369042605744
6586402638209028583 0.38913143883733736 0.6108685611626626
1040996105851528465 0.4016454452182002 0.5983545547817998
6316278569655873454 0.21754064849238242 0.7824593515076176
868158305045921978 0.3727825135660517 0.6272174864339484
5713520501786699854 0.16072561610082195 0.8392743838991781
932945015407923184 0.38982047171749357 0.6101795282825064
1919197847086752313 0.07010500902864475 0.9298949909713552
304887065966615346 0.05115979386354385 0.9488402061364561
3282556850371665 0.03712004024411334 0.9628799597558867
8829646398295427742 0.16657456783669675 0.8334254321633032
3177704368658581090 0.010661342611190177 0.9893386573888098
331811904131229654 0.27770536221262665 0.7222946377873734
1529584165704680903 0.3915462838953202 0.6084537161046798
410957802501821801 0.6382983892932956 0.36170161070670437
7858701120525579871 0.7418910941985679 0.2581089058014321
1007593432911733192 0.41959363241388586 0.5804063675861142
6933421324008829721 0.49656937584514615 0.5034306241548538
949601458836318592 0.2591829183651739 0.7408170816348261
1204371563787795352 0.8569809939669084 0.1430190060330916
6697124581068234934 0.06597539987882436 0.9340246001211756
7458626674337135052 0.011420919809900839 0.9885790801900992
6451011837344535814 0.06491820634266472 0.9350817936573352
4970342844069330588 0.051003735009475415 0.9489962649905246
1311037283502827477 0.034030621785548894 0.9659693782144511
5367830782177104937 0.030630031992029343 0.9693699680079707
130085071580390177 0.010144447465259773 0.9898555525347402
5277248246761080968 0.012287413915846307 0.9877125860841537
8248237544078109435 0.08066610952389974 0.9193338904761003
8160495387552112248 0.061401107643162055 0.9385988923568379
4990633888389156703 0.06223580170805115 0.9377641982919489
5367915129338412746 0.0130148710172019 0.9869851289827981
7166315717760973347 0.0722991837247471 0.9277008162752529
3922408194130789536 0.02167197476587572 0.9783280252341243
3198031054131887410 0.0185373032077285 0.9814626967922715
8381639851093431264 0.17436185063181964 0.8256381493681804
4196377277000518389 0.0294605427938557 0.9705394572061443
7216665137006358861 0.01788331510815041 0.9821166848918496
7657988882068327631 0.03892577163259635 0.9610742283674036
6580538684502645403 0.23918076143687056 0.7608192385631294
8285962653536984730 0.15243421241183036 0.8475657875881697
667595007626814688 0.06105379360544934 0.9389462063945506
794637447406319981 0.48379860321016754 0.5162013967898325
1667489879796904413 0.0960832631206112 0.9039167368793888
7581478598841084967 0.0777396735900935 0.9222603264099065
272473116112748683 0.044036945521603824 0.9559630544783961
7616847274036607679 0.00371465164087244 0.9962853483591275
3090692985891227788 0.06812760931202702 0.931872390687973
1497475395995941288 0.050732608887389924 0.94926739111261
441294948945551728 0.15731623656523072 0.8426837634347693
3856621171799337440 0.017108963365518492 0.9828910366344815
7233013970386906908 0.036612560435325216 0.9633874395646748
7782462939020585759 0.13394748161459424 0.8660525183854058
7819341218876328892 0.04422209020305188 0.9557779097969481
8768374492722589767 0.006408900039792078 0.9935910999602079
7699672123093034935 0.009568671118627182 0.9904313288813729
3105846136880438244 0.0884073593050534 0.9115926406949466
6362992075498435257 0.023159325962198087 0.976840674037802
4633007087835435834 0.0929376406148429 0.9070623593851571
3278116017102114132 0.057858179154851426 0.9421418208451485
5363866899442970684 0.012537064328624706 0.9874629356713753
4763880063818181026 0.08043904258164515 0.9195609574183549
